dt_issue_date,violation_description,tickets_issued
2024-12-02,NO STANDING-EXC. AUTH. VEHICLE,390
2023-09-14,BUS LANE VIOLATION,1563
2024-09-07,INSP STICKER-MUTILATED/C'FEIT,13
2024-02-23,NO STANDING-TAXI STAND,57
2023-10-29,FAILURE TO STOP AT RED LIGHT,1896
2023-06-24,WASH/REPAIR VEHCL-REPAIR ONLY,1
2024-02-19,INTERSECTION,1
2024-05-15,NO STOPPING-DAY/TIME LIMITS,179
2025-03-24,DOUBLE PARKING,604
2025-02-27,MISSING EQUIPMENT,41
2023-12-07,OVERTIME PKG-TIME LIMIT POSTED,5
2024-08-27,EXPIRED MUNI METER,1210
2024-05-16,EXPIRED MUNI MTR-COMM MTR ZN,126
2025-05-26,FIRE HYDRANT,1582
2024-07-08,PEDESTRIAN RAMP,18
2025-07-01,NO PARKING-EXC. AUTH. VEHICLE,7
2024-06-18,OVERNIGHT TRACTOR TRAILER PKG,7
2025-06-03,FRAUDULENT USE PARKING PERMIT,41
2024-11-25,NO PARKING-DAY/TIME LIMITS,1807
2025-06-10,NO MATCH-PLATE/STICKER,69
2024-09-13,ANGLE PARKING,5
2023-09-06,NO STANDING-FOR HIRE VEH STND,5
2025-02-05,BUS LANE VIOLATION,1972
2023-09-05,PHTO SCHOOL ZN SPEED VIOLATION,17085
2032-12-12,WRONG WAY,1
2024-02-04,OBSTRUCTING DRIVEWAY,142
2025-11-14,OBSTRUCTING DRIVEWAY,1
2024-11-21,FAILURE TO STOP AT RED LIGHT,1393
2024-01-26,SIDEWALK,147
2025-01-07,OBSTRUCTING TRAFFIC/INTERSECT,17
2023-06-05,TRAFFIC LANE,5
2025-02-10,PLTFRM LFTS LWRD POS COMM VEH,376
2024-07-03,NO STANDING-HOTEL LOADING,17
2025-01-31,NO STANDING-BUS STOP,635
2026-02-21,OBSTRUCTING DRIVEWAY,1
2024-05-04,OVERNIGHT TRACTOR TRAILER PKG,5
2000-07-26,DOUBLE PARKING,1
2025-05-19,BUS LANE VIOLATION,2693
2025-01-09,ANGLE PARKING,3
2025-06-05,MOBILE BUS LANE VIOLATION,795
2025-06-29,NO STANDING EXCP D/S,6
2023-08-26,OTHER,11
2024-10-28,OVERNIGHT TRACTOR TRAILER PKG,8
2025-06-09,MISUSE PARKING PERMIT,11
2025-06-27,NO STAND TAXI/FHV RELIEF STAND,17
2025-04-27,PHTO SCHOOL ZN SPEED VIOLATION,18041
2024-10-12,OBSTRUCTING DRIVEWAY,122
2023-10-01,FIRE HYDRANT,961
2023-08-13,INTERSECTION,3
2023-09-22,MISUSE PARKING PERMIT,20
2023-11-18,NON-COMPLIANCE W/ POSTED SIGN,57
2022-04-25,INSP. STICKER-EXPIRED/MISSING,1
2025-07-07,FIRE HYDRANT,1673
2025-03-18,NO STANDING EXCP D/S,13
2023-10-21,UNAUTHORIZED BUS LAYOVER,1
2025-05-19,BEYOND MARKED SPACE,13
2023-12-26,EXPIRED MUNI METER,661
2024-05-10,NO STANDING EXCP D/S,9
2025-06-01,OVERTIME PKG-TIME LIMIT POSTED,4
2023-09-28,EXPIRED MUNI METER,1220
2025-06-29,MISUSE PARKING PERMIT,4
2024-07-16,DOUBLE PARKING-MIDTOWN COMML,259
2023-07-02,NO STANDING-COMMUTER VAN STOP,3
2024-04-16,FAIL TO DSPLY MUNI METER RECPT,4389
2023-08-16,WRONG WAY,57
2025-06-25,FIRE HYDRANT,2279
2024-12-25,FAILURE TO STOP AT RED LIGHT,1322
2025-05-25,PARKED BUS-EXC. DESIG. AREA,2
2025-05-13,VIN OBSCURED,153
2025-01-19,INTERSECTION,6
2023-01-19,OTHER,1
2024-07-12,NO STANDING-BUS LANE,215
2024-09-06,STORAGE-3HR COMMERCIAL,91
2025-02-15,EXPIRED MUNI MTR-COMM MTR ZN,14
2026-03-03,NO PARKING-STREET CLEANING,1
2024-12-25,NO STANDING EXCP D/S,10
2025-04-14,INSP STICKER-MUTILATED/C'FEIT,12
2024-03-19,INSP. STICKER-EXPIRED/MISSING,1688
2024-09-08,NO STANDING-OFF-STREET LOT,1180
2024-07-08,BUS PARKING IN LOWER MANHATTAN,3
2024-08-02,PCKP DSCHRGE IN PRHBTD ZONE,12
2025-05-30,NIGHTTIME STD/ PKG IN A PARK,3
2025-07-18,EXCAVATION-VEHICLE OBSTR TRAFF,2
2025-01-20,PLTFRM LFTS LWRD POS COMM VEH,200
2025-03-20,STORAGE-3HR COMMERCIAL,16
2024-03-23,DOUBLE PARKING-MIDTOWN COMML,46
2023-09-12,SAFETY ZONE,148
2024-11-19,ANGLE PARKING-COMM VEHICLE,1
2023-10-29,PLTFRM LFTS LWRD POS COMM VEH,13
2023-09-30,NO PARKING-EXC. DSBLTY PERMIT,4
2025-02-28,SAFETY ZONE,142
2023-05-06,FIRE HYDRANT,1
2025-02-03,FRONT OR BACK PLATE MISSING,570
2025-02-22,PHTO SCHOOL ZN SPEED VIOLATION,13697
2023-07-13,SAFETY ZONE,160
2025-03-15,PEDESTRIAN RAMP,40
2023-05-08,DOUBLE PARKING,2
2020-02-25,DOUBLE PARKING,2
2024-01-11,EXCAVATION-VEHICLE OBSTR TRAFF,1
2023-11-13,OBSTRUCTING DRIVEWAY,157
2024-11-04,NO STANDING-OFF-STREET LOT,1159
2023-08-15,FAILURE TO DISPLAY BUS PERMIT,2
2024-04-20,DETACHED TRAILER,66
2024-01-21,OVERNIGHT TRACTOR TRAILER PKG,1
2023-11-30,CROSSWALK,271
2024-11-04,MISUSE PARKING PERMIT,29
2023-12-22,SAFETY ZONE,61
2028-05-27,FIRE HYDRANT,1
2023-06-27,NO MATCH-PLATE/STICKER,1
2024-12-14,FRONT OR BACK PLATE MISSING,514
2024-07-25,FAIL TO DISP. MUNI METER RECPT,1089
2024-10-20,NO PARKING-DAY/TIME LIMITS,591
2025-02-11,OVERNIGHT TRACTOR TRAILER PKG,10
2025-01-18,SELLING/OFFERING MCHNDSE-METER,1
2025-05-23,NO STANDING-DAY/TIME LIMITS,2364
2024-10-08,IMPROPER REGISTRATION,34
2024-06-14,MISUSE PARKING PERMIT,23
2025-04-07,EXPIRED METER-COMM METER ZONE,2135
2025-01-30,PARKED BUS-EXC. DESIG. AREA,12
2024-01-29,NO PARKING-EXC. AUTH. VEHICLE,2
2024-11-23,PARKED BUS-EXC. DESIG. AREA,8
2023-10-21,NO MATCH-PLATE/STICKER,28
2023-12-29,NIGHTTIME STD/ PKG IN A PARK,3
2024-06-02,OBSTRUCTING TRAFFIC/INTERSECT,3
2021-04-19,NGHT PKG ON RESID STR-COMM VEH,1
2025-03-30,PARKED BUS-EXC. DESIG. AREA,8
2023-12-19,NO STANDING-BUS LANE,170
2023-09-02,PARKED BUS-EXC. DESIG. AREA,3
2024-05-31,OBSTRUCTING DRIVEWAY,168
2023-10-01,WRONG WAY,10
2023-12-02,BIKE LANE,75
2024-10-24,NO PARKING-EXC. AUTH. VEHICLE,8
2024-08-21,MISUSE PARKING PERMIT,26
2024-10-18,NO STANDING-EXC. AUTH. VEHICLE,636
2024-10-22,NO STANDING-TAXI STAND,73
2024-10-12,NGHT PKG ON RESID STR-COMM VEH,151
2023-11-25,CROSSWALK,242
2024-02-25,FAIL TO DSPLY MUNI METER RECPT,1
2023-08-06,NO STANDING-BUS LANE,4
2023-11-20,NO STANDING-FOR HIRE VEH STND,23
2024-07-29,VIN OBSCURED,130
2024-03-13,UNAUTHORIZED BUS LAYOVER,12
2022-10-04,PEDESTRIAN RAMP,1
2025-07-28,NGHT PKG ON RESID STR-COMM VEH,31
2024-12-03,NO STANDING-COMM METER ZONE,1002
2024-08-12,NO STOPPING-DAY/TIME LIMITS,213
2023-09-23,WASH/REPAIR VEHCL-REPAIR ONLY,1
2025-01-08,NO STOPPING-DAY/TIME LIMITS,150
2023-10-04,REG STICKER-MUTILATED/C'FEIT,27
2025-01-17,FRAUDULENT USE PARKING PERMIT,18
2027-11-25,DOUBLE PARKING,1
2024-10-11,REG. STICKER-EXPIRED/MISSING,1046
2025-03-09,NON-COMPLIANCE W/ POSTED SIGN,6
2023-09-01,COMML PLATES-UNALTERED VEHICLE,53
2025-07-16,VIN OBSCURED,105
2023-12-15,REG. STICKER-EXPIRED/MISSING,898
2023-07-29,DOUBLE PARKING-MIDTOWN COMML,93
2023-08-21,INSP. STICKER-EXPIRED/MISSING,1481
2024-11-15,OVERNIGHT TRACTOR TRAILER PKG,32
2025-05-10,PARKED BUS-EXC. DESIG. AREA,7
2023-09-02,COMML PLATES-UNALTERED VEHICLE,29
2024-03-11,VIN OBSCURED,31
2024-05-25,STORAGE-3HR COMMERCIAL,145
2025-01-24,EXPIRED METER-COMM METER ZONE,2635
2025-01-08,TRAFFIC LANE,14
2025-03-16,OVERNIGHT TRACTOR TRAILER PKG,2
2025-02-18,DIVIDED HIGHWAY,19
2024-04-20,FAIL TO DSPLY MUNI METER RECPT,4562
2024-09-10,STORAGE-3HR COMMERCIAL,62
2024-06-18,BEYOND MARKED SPACE,9
2025-03-15,MOBILE BUS LANE VIOLATION,482
2024-01-30,FAIL TO DSPLY MUNI METER RECPT,4859
2023-08-02,NO STANDING-EXC. TRUCK LOADING,862
2024-01-07,BUS LANE VIOLATION,1162
2023-09-18,COMML PLATES-UNALTERED VEHICLE,27
2024-11-08,ANGLE PARKING,18
2024-01-30,PCKP DSCHRGE IN PRHBTD ZONE,3
2023-12-09,PARKED BUS-EXC. DESIG. AREA,8
2025-05-21,NO STANDING-COMM METER ZONE,686
2025-01-27,FAIL TO DISP. MUNI METER RECPT,980
2024-03-15,NO STANDING-TAXI STAND,49
2025-04-01,FAIL TO DISP. MUNI METER RECPT,1306
2025-07-03,BEYOND MARKED SPACE,9
2024-07-04,FIRE HYDRANT,830
2024-10-03,COMML PLATES-UNALTERED VEHICLE,100
2023-07-04,SIDEWALK,70
2024-04-07,VIN OBSCURED,17
2024-06-17,FAIL TO DSPLY MUNI METER RECPT,3173
2025-07-02,NO STANDING-HOTEL LOADING,32
2025-04-05,NIGHTTIME STD/ PKG IN A PARK,1
2024-04-14,STORAGE-3HR COMMERCIAL,58
2024-06-17,DOUBLE PARKING-MIDTOWN COMML,147
2025-03-29,MISSING EQUIPMENT,13
2023-01-21,NON-COMPLIANCE W/ POSTED SIGN,1
2023-08-01,EXPIRED MUNI METER,1122
2023-12-10,SAFETY ZONE,72
2024-04-02,NO STAND TAXI/FHV RELIEF STAND,22
2024-06-07,NO STANDING EXCP D/S,16
2024-12-16,NO STANDING-HOTEL LOADING,8
2024-07-29,FRONT OR BACK PLATE MISSING,716
2023-09-18,ANGLE PARKING,4
2023-12-15,OTHER,16
2023-12-28,PLTFRM LFTS LWRD POS COMM VEH,74
2024-01-20,NO MATCH-PLATE/STICKER,52
2023-11-09,FAIL TO DSPLY MUNI METER RECPT,4411
2024-12-05,COMML PLATES-UNALTERED VEHICLE,52
2025-04-29,NIGHTTIME STD/ PKG IN A PARK,3
2023-09-13,PHTO SCHOOL ZN SPEED VIOLATION,14405
2024-07-19,OTHER,14
2024-05-26,ANGLE PARKING,9
2024-02-10,OBSTRUCTING TRAFFIC/INTERSECT,1
2024-07-18,NO PARKING-STREET CLEANING,10976
2024-07-25,MISSING EQUIPMENT,16
2023-09-26,NON-COMPLIANCE W/ POSTED SIGN,61
2025-05-15,NO PARKING-TAXI STAND,1
2024-09-18,FAILURE TO STOP AT RED LIGHT,1824
2023-10-02,WASH/REPAIR VEHCL-REPAIR ONLY,2
2024-01-28,BEYOND MARKED SPACE,8
2024-03-07,BUS LANE VIOLATION,2333
2024-08-17,NO STOP/STANDNG EXCEPT PAS P/U,1
2023-07-31,EXPIRED MUNI METER,927
2024-06-04,NIGHTTIME STD/ PKG IN A PARK,7
2025-06-21,UNAUTHORIZED BUS LAYOVER,1
2025-05-02,NO PARKING-EXC. DSBLTY PERMIT,2
2025-02-03,BUS LANE VIOLATION,1882
2025-04-09,NO STANDING-EXC. TRUCK LOADING,978
2024-05-14,PEDESTRIAN RAMP,27
2025-06-07,PEDESTRIAN RAMP,55
2023-11-20,NO STANDING-DAY/TIME LIMITS,3077
2023-12-06,NO STANDING EXCP D/S,9
2024-02-11,EXCAVATION-VEHICLE OBSTR TRAFF,1
2024-09-23,DOUBLE PARKING,514
2024-01-06,REG STICKER-MUTILATED/C'FEIT,3
2024-06-20,SELLING/OFFERING MCHNDSE-METER,3
2024-12-04,ANGLE PARKING-COMM VEHICLE,1
2023-10-30,NO STANDING EXCP D/S,16
2023-12-18,NO PARKING-DAY/TIME LIMITS,1104
2024-07-18,DOUBLE PARKING-MIDTOWN COMML,291
2025-02-28,BEYOND MARKED SPACE,3
2023-12-19,PHTO SCHOOL ZN SPEED VIOLATION,12384
2024-02-06,IMPROPER REGISTRATION,21
2025-07-08,BIKE LANE,166
2024-08-14,UNAUTHORIZED PASSENGER PICK-UP,1
2024-09-19,NO MATCH-PLATE/STICKER,72
2023-08-04,NO STANDING-TAXI STAND,49
2026-06-29,OBSTRUCTING DRIVEWAY,1
2024-09-18,EXPIRED MUNI METER,1244
2024-09-07,NO PARKING-DAY/TIME LIMITS,931
2024-06-10,NO STOP/STANDNG EXCEPT PAS P/U,1
2024-02-23,BIKE LANE,239
2026-06-25,NO STANDING-DAY/TIME LIMITS,2
2023-12-25,NO STANDING-EXC. AUTH. VEHICLE,64
2024-11-11,FAIL TO DSPLY MUNI METER RECPT,4649
2023-07-02,NO PARKING-DAY/TIME LIMITS,455
2024-10-04,PARKED BUS-EXC. DESIG. AREA,17
2024-08-12,NO STANDING-BUS STOP,756
2023-08-06,INSP. STICKER-EXPIRED/MISSING,1108
2024-05-20,BIKE LANE,209
2023-12-02,NO MATCH-PLATE/STICKER,41
2025-03-23,DETACHED TRAILER,9
2024-09-08,NO STANDING-TAXI STAND,92
2025-05-03,NO STAND TAXI/FHV RELIEF STAND,44
2023-10-30,NO STOPPING-DAY/TIME LIMITS,204
2024-09-04,BUS LANE VIOLATION,3401
2025-04-17,VIN OBSCURED,157
2024-09-23,REG. STICKER-EXPIRED/MISSING,639
2024-04-27,NO STANDING-BUS STOP,550
2025-05-28,SELLING/OFFERING MCHNDSE-METER,1
2024-05-31,NGHT PKG ON RESID STR-COMM VEH,160
2025-02-20,FAIL TO DISP. MUNI METER RECPT,855
2024-05-28,EXPIRED MUNI MTR-COMM MTR ZN,141
2024-07-07,IMPROPER REGISTRATION,6
2024-07-27,SIDEWALK,155
2024-07-14,NO STOPPING-DAY/TIME LIMITS,65
2025-07-22,MISUSE PARKING PERMIT,21
2024-07-16,BLUE ZONE,4
2024-02-16,NON-COMPLIANCE W/ POSTED SIGN,69
2025-03-27,NIGHTTIME STD/ PKG IN A PARK,1
2000-03-29,REG. STICKER-EXPIRED/MISSING,1
2024-08-24,TRAFFIC LANE,19
2024-04-23,PLTFRM LFTS LWRD POS COMM VEH,331
2024-09-14,EXCAVATION-VEHICLE OBSTR TRAFF,3
2025-03-22,DOUBLE PARKING,821
2025-05-03,MISCELLANEOUS,17
2024-03-16,NO STANDING-COMM METER ZONE,387
2024-04-14,NO PARKING-EXC. DSBLTY PERMIT,8
2023-04-14,MISCELLANEOUS,1
2025-03-14,CROSSWALK,328
2024-05-03,PLTFRM LFTS LWRD POS COMM VEH,351
2023-08-11,NO STANDING EXCP D/S,10
2024-02-27,NO STANDING-EXC. AUTH. VEHICLE,476
2024-08-13,NO STANDING-HOTEL LOADING,26
2025-05-17,NO STANDING-FOR HIRE VEH STND,2
2042-08-27,FIRE HYDRANT,1
2023-07-16,FAILURE TO STOP AT RED LIGHT,1697
2024-04-25,NO STANDING-FOR HIRE VEH STND,6
2024-01-25,PCKP DSCHRGE IN PRHBTD ZONE,2
2025-06-08,NO STANDING-COMMUTER VAN STOP,2
2023-06-15,NO PARKING-DAY/TIME LIMITS,78
2024-06-18,NO STD(EXC TRKS/GMTDST NO-TRK),4
2024-08-18,NO STANDING-FOR HIRE VEH STND,11
2024-12-28,NO STANDING-BUS LANE,14
2025-03-26,BIKE LANE,253
2025-06-15,OVERNIGHT TRACTOR TRAILER PKG,3
2025-03-21,SAFETY ZONE,120
2024-08-22,MISUSE PARKING PERMIT,28
2025-01-05,BIKE LANE,21
2024-06-12,DOUBLE PARKING,1657
2024-05-11,NO PARKING-STREET CLEANING,2046
2025-02-26,EXPIRED MUNI MTR-COMM MTR ZN,150
2025-05-26,NO STANDING-FOR HIRE VEH STND,2
2023-06-06,EXPIRED MUNI METER,1
2025-01-30,NO STANDING-OFF-STREET LOT,1601
2024-05-29,VIN OBSCURED,155
2023-11-01,NO STANDING-DAY/TIME LIMITS,3333
2025-05-31,FAIL TO DSPLY MUNI METER RECPT,4983
2023-09-12,NO PARKING-DAY/TIME LIMITS,2471
2023-12-24,NO STANDING-HOTEL LOADING,7
2023-09-30,BEYOND MARKED SPACE,11
2023-11-01,IMPROPER REGISTRATION,27
2023-08-14,FAIL TO DISP. MUNI METER RECPT,934
2023-08-22,NO STANDING-COMMUTER VAN STOP,2
2023-09-18,OBSTRUCTING DRIVEWAY,170
2024-07-22,WRONG WAY,21
2024-09-25,NO STANDING-COMM METER ZONE,254
2023-08-21,FRAUDULENT USE PARKING PERMIT,6
2025-02-09,STORAGE-3HR COMMERCIAL,1
2024-10-09,EXPIRED MUNI METER,1157
2025-09-01,NO STANDING-DAY/TIME LIMITS,1
2025-03-31,NO PARKING-STREET CLEANING,27
2024-09-09,NO STOPPING-DAY/TIME LIMITS,221
2025-07-09,OTHER,11
2023-11-09,FAILURE TO STOP AT RED LIGHT,1720
2023-01-06,NO STANDING-DAY/TIME LIMITS,6
2023-12-24,PHTO SCHOOL ZN SPEED VIOLATION,20500
2031-07-07,OBSTRUCTING DRIVEWAY,1
2024-10-31,NGHT PKG ON RESID STR-COMM VEH,206
2025-03-10,NO STANDING EXCP D/S,12
2024-08-20,DIVIDED HIGHWAY,1
2023-12-30,BUS PARKING IN LOWER MANHATTAN,1
2025-02-14,NGHT PKG ON RESID STR-COMM VEH,230
2025-01-07,STORAGE-3HR COMMERCIAL,1
2023-12-01,FIRE HYDRANT,1441
2025-06-23,REG. STICKER-EXPIRED/MISSING,974
2025-01-05,VACANT LOT,1
2023-09-25,VIN OBSCURED,12
2025-04-09,NO STANDING-BUS LANE,144
2027-02-12,FIRE HYDRANT,1
2024-03-28,FRONT OR BACK PLATE MISSING,490
2024-11-26,REG. STICKER-EXPIRED/MISSING,967
2024-10-09,EXPIRED MUNI MTR-COMM MTR ZN,181
2024-12-08,NO MATCH-PLATE/STICKER,19
2023-11-15,NO STANDING-COMMUTER VAN STOP,1
2025-02-28,OVERNIGHT TRACTOR TRAILER PKG,34
2024-12-26,NO PARKING-EXC. DSBLTY PERMIT,6
2024-06-30,NO STANDING-FOR HIRE VEH STND,8
2025-04-03,TRAFFIC LANE,27
2023-09-04,PEDESTRIAN RAMP,24
2023-08-18,OBSTRUCTING DRIVEWAY,128
2025-07-24,SAFETY ZONE,144
2024-02-05,NO PARKING-STREET CLEANING,9605
2025-07-07,NO STD(EXC TRKS/GMTDST NO-TRK),1
2024-02-29,BUS PARKING IN LOWER MANHATTAN,1
2025-01-12,NO STAND TAXI/FHV RELIEF STAND,32
2023-06-28,INSP STICKER-MUTILATED/C'FEIT,16
2023-12-29,NO STOPPING-DAY/TIME LIMITS,78
2023-07-05,NO STAND TAXI/FHV RELIEF STAND,25
2025-04-20,INSP STICKER-MUTILATED/C'FEIT,4
2025-02-23,MISSING EQUIPMENT,2
2025-12-08,SIDEWALK,1
2023-10-27,NO STANDING-TAXI STAND,53
2025-03-10,NO STANDING-BUS LANE,142
2024-01-12,OTHER,23
2024-10-23,FRONT OR BACK PLATE MISSING,824
2024-02-23,OVERNIGHT TRACTOR TRAILER PKG,13
2025-01-12,FAILURE TO STOP AT RED LIGHT,1457
2025-03-14,OBSTRUCTING DRIVEWAY,118
2024-10-31,STORAGE-3HR COMMERCIAL,82
2024-12-23,PARKED BUS-EXC. DESIG. AREA,5
2024-12-25,NO STANDING-BUS STOP,196
2025-01-20,INSP. STICKER-EXPIRED/MISSING,525
2024-01-13,FIRE HYDRANT,1999
2024-11-22,OTHER,13
2024-12-07,NON-COMPLIANCE W/ POSTED SIGN,16
2024-10-04,BIKE LANE,293
2023-06-29,NON-COMPLIANCE W/ POSTED SIGN,31
2025-02-05,EXPIRED MUNI MTR-COMM MTR ZN,156
2024-05-16,TRAFFIC LANE,10
2023-08-16,NO PARKING-EXC. DSBLTY PERMIT,13
2024-01-28,FRAUDULENT USE PARKING PERMIT,1
2023-01-09,NGHT PKG ON RESID STR-COMM VEH,1
2024-05-07,NO PARKING-EXC. DSBLTY PERMIT,3
2025-04-11,NO STANDING-COMM METER ZONE,970
2024-10-27,NO STANDING-HOTEL LOADING,5
2025-05-31,NO PARKING-EXC. DSBLTY PERMIT,3
2024-03-19,WRONG WAY,17
2023-07-26,VEHICLE FOR SALE(DEALERS ONLY),2
2024-06-01,PEDESTRIAN RAMP,36
2024-08-31,NO STANDING-OFF-STREET LOT,1671
2024-12-06,TRAFFIC LANE,12
2024-07-27,NO STANDING-EXC. AUTH. VEHICLE,214
2025-11-14,DOUBLE PARKING,2
2024-06-05,NON-COMPLIANCE W/ POSTED SIGN,136
2024-01-16,SIDEWALK,83
2024-04-25,BUS PARKING IN LOWER MANHATTAN,2
2025-01-07,ANGLE PARKING,10
2024-09-03,DOUBLE PARKING-MIDTOWN COMML,386
2024-08-23,FRAUDULENT USE PARKING PERMIT,60
2025-05-27,DETACHED TRAILER,106
2024-10-17,NO MATCH-PLATE/STICKER,77
2024-11-11,FRAUDULENT USE PARKING PERMIT,40
2025-01-22,NGHT PKG ON RESID STR-COMM VEH,235
2024-06-04,ANGLE PARKING,4
2025-04-02,NO STD(EXC TRKS/GMTDST NO-TRK),1
2023-07-24,EXPIRED MUNI METER,994
2023-07-19,NO MATCH-PLATE/STICKER,58
2024-12-18,PLTFRM LFTS LWRD POS COMM VEH,223
2023-09-18,NO STANDING-FOR HIRE VEH STND,1
2024-04-24,DETACHED TRAILER,113
2023-12-15,EXPIRED MUNI METER,724
2025-02-17,PLTFRM LFTS LWRD POS COMM VEH,229
2025-04-17,OVERNIGHT TRACTOR TRAILER PKG,31
2023-09-28,IMPROPER REGISTRATION,33
2024-07-18,VACANT LOT,1
2020-07-20,NO PARKING-STREET CLEANING,1
2024-12-13,FIRE HYDRANT,1650
2024-01-04,WRONG WAY,21
2025-07-25,REG. STICKER-EXPIRED/MISSING,693
2024-02-26,OVERTIME PKG-TIME LIMIT POSTED,2
2024-12-03,NO STAND TAXI/FHV RELIEF STAND,25
2023-02-03,REG. STICKER-EXPIRED/MISSING,2
2024-04-05,SAFETY ZONE,124
2024-04-16,PARKED BUS-EXC. DESIG. AREA,15
2000-03-25,NO STANDING-DAY/TIME LIMITS,1
2024-04-08,OBSTRUCTING DRIVEWAY,178
2023-07-02,PLTFRM LFTS LWRD POS COMM VEH,10
2023-08-02,REG STICKER-MUTILATED/C'FEIT,26
2023-04-14,CROSSWALK,2
2024-12-18,NO MATCH-PLATE/STICKER,40
2024-10-04,SELLING/OFFERING MCHNDSE-METER,2
2025-01-29,NO STANDING-EXC. AUTH. VEHICLE,272
2023-05-22,NO STANDING-BUS STOP,3
2023-11-22,BLUE ZONE,12
2024-06-30,PHTO SCHOOL ZN SPEED VIOLATION,19601
2023-07-22,FAIL TO DISP. MUNI METER RECPT,96
2023-10-23,OBSTRUCTING DRIVEWAY,187
2024-09-29,NO STANDING-FOR HIRE VEH STND,5
2024-09-24,OBSTRUCTING TRAFFIC/INTERSECT,9
2024-02-23,DETACHED TRAILER,116
2024-07-06,NO STANDING-BUS LANE,24
2024-01-01,NO STANDING-BUS STOP,145
2025-02-25,COMML PLATES-UNALTERED VEHICLE,91
2025-03-10,OTHER,6
2025-06-20,NO PARKING-EXC. AUTH. VEHICLE,2
2023-03-11,FIRE HYDRANT,2
2023-11-11,NO STANDING-COMMUTER VAN STOP,2
2024-09-14,DOUBLE PARKING,687
2043-05-10,FIRE HYDRANT,1
2025-06-11,OVERNIGHT TRACTOR TRAILER PKG,38
2024-06-26,NO STD(EXC TRKS/GMTDST NO-TRK),3
2025-06-19,NON-COMPLIANCE W/ POSTED SIGN,33
2024-06-22,NO STANDING-COMM METER ZONE,506
2025-05-16,VIN OBSCURED,99
2024-05-02,NO STANDING-BUS STOP,852
2023-07-29,REG. STICKER-EXPIRED/MISSING,976
2024-01-22,PCKP DSCHRGE IN PRHBTD ZONE,3
2024-04-29,TRAFFIC LANE,21
2025-05-12,PHTO SCHOOL ZN SPEED VIOLATION,11084
2024-06-19,FAIL TO DSPLY MUNI METER RECPT,4361
2024-12-04,FAIL TO DISP. MUNI METER RECPT,862
2025-04-12,NO STOPPING-DAY/TIME LIMITS,124
2024-01-03,BEYOND MARKED SPACE,6
2025-03-02,PHTO SCHOOL ZN SPEED VIOLATION,15804
2024-07-28,NO PARKING-STREET CLEANING,31
2025-04-28,PLTFRM LFTS LWRD POS COMM VEH,405
2023-10-11,SIDEWALK,186
2023-10-27,VEHICLE FOR SALE(DEALERS ONLY),2
2025-01-02,WRONG WAY,13
2023-08-27,BUS LANE VIOLATION,1512
2024-06-29,NO PARKING-EXC. DSBLTY PERMIT,6
2024-04-01,ANGLE PARKING,3
2025-02-10,PEDESTRIAN RAMP,26
2023-08-26,NO PARKING-STREET CLEANING,1388
2025-04-15,BIKE LANE,239
2023-11-01,NO STANDING-TAXI STAND,58
2024-10-05,FAIL TO DSPLY MUNI METER RECPT,4510
2025-01-01,NO STANDING-HOTEL LOADING,14
2024-07-30,STORAGE-3HR COMMERCIAL,22
2023-11-07,BEYOND MARKED SPACE,15
2023-09-13,MOBILE BUS LANE VIOLATION,655
2024-11-21,NO STANDING-FOR HIRE VEH STND,2
2024-07-20,REG. STICKER-EXPIRED/MISSING,652
2024-10-14,SIDEWALK,79
2024-10-09,OVERNIGHT TRACTOR TRAILER PKG,51
2025-01-01,NO STANDING EXCP D/S,8
2025-07-29,OTHER,5
2024-12-07,INSP. STICKER-EXPIRED/MISSING,1316
2025-04-09,NO STANDING EXCP D/S,20
2025-05-06,EXCAVATION-VEHICLE OBSTR TRAFF,1
2024-04-06,BUS LANE VIOLATION,1639
2023-12-21,BLUE ZONE,7
2023-11-10,NO STANDING-TAXI STAND,23
2023-08-31,MISUSE PARKING PERMIT,19
2025-07-23,VEHICLE FOR SALE(DEALERS ONLY),1
2024-07-25,PARKED BUS-EXC. DESIG. AREA,15
2025-01-25,OTHER,18
2024-12-27,EXPIRED METER-COMM METER ZONE,2109
2024-03-14,MISCELLANEOUS,10
2024-09-30,NO STANDING-COMMUTER VAN STOP,3
2023-09-11,DIVIDED HIGHWAY,3
2024-10-03,NO MATCH-PLATE/STICKER,100
2024-04-16,IMPROPER REGISTRATION,25
2024-10-18,NO STANDING-BUS STOP,790
2024-09-20,PARKED BUS-EXC. DESIG. AREA,10
2023-08-24,OBSTRUCTING DRIVEWAY,108
2023-11-15,NO PARKING-STREET CLEANING,3733
2023-10-25,NO PARKING-EXC. AUTH. VEHICLE,5
2024-10-21,BEYOND MARKED SPACE,10
2025-01-22,INTERSECTION,4
2025-07-25,NO STANDING-BUS LANE,97
2024-12-05,FRONT OR BACK PLATE MISSING,575
2024-04-26,DOUBLE PARKING,803
2024-06-16,OTHER,11
2025-03-16,NGHT PKG ON RESID STR-COMM VEH,36
2023-06-09,NON-COMPLIANCE W/ POSTED SIGN,1
2024-02-01,VEHICLE FOR SALE(DEALERS ONLY),6
2023-11-06,NO STANDING-EXC. AUTH. VEHICLE,376
2024-08-25,OTHER,13
2024-08-24,NO STANDING-EXC. TRUCK LOADING,466
2025-06-16,SAFETY ZONE,146
2025-12-17,NO STANDING-BUS STOP,1
